locus_tag	ftype	length_bp	gene	EC_number	COG	product
NGPMFCKN_03157	CDS	774	zupT		COG0428	Zinc transporter ZupT
NGPMFCKN_03158	CDS	171				hypothetical protein
NGPMFCKN_03159	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
NGPMFCKN_03160	CDS	300	yqiC		COG2960	putative protein YqiC
NGPMFCKN_03161	CDS	201	glgS			Surface composition regulator
NGPMFCKN_03162	CDS	630	yqiJ			Inner membrane protein YqiJ
NGPMFCKN_03163	CDS	1662	yqiK		COG2268	Inner membrane protein YqiK
NGPMFCKN_03164	CDS	1434	hldE		COG2870	Bifunctional protein HldE
NGPMFCKN_03165	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
NGPMFCKN_03166	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
NGPMFCKN_03167	CDS	621				hypothetical protein
NGPMFCKN_03168	CDS	1239	cca		COG0617	Multifunctional CCA protein
NGPMFCKN_03169	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
NGPMFCKN_03170	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
NGPMFCKN_03171	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
NGPMFCKN_03172	CDS	933	dmlR_3			HTH-type transcriptional regulator DmlR
NGPMFCKN_03173	CDS	912	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
NGPMFCKN_03174	CDS	606	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
NGPMFCKN_03175	CDS	1464	ttdT_2		COG0471	L-tartrate/succinate antiporter
NGPMFCKN_03176	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
NGPMFCKN_03177	CDS	216	rpsU		COG0828	30S ribosomal protein S21
NGPMFCKN_03178	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
NGPMFCKN_03179	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
NGPMFCKN_03180	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
NGPMFCKN_03181	tRNA	76				tRNA-Met(cat)
NGPMFCKN_03182	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
NGPMFCKN_03183	CDS	624	yqjI		COG1695	Transcriptional regulator YqjI
NGPMFCKN_03184	CDS	1521	aer		COG0840	Aerotaxis receptor
NGPMFCKN_03185	CDS	1491	patA	2.6.1.82	COG4992	Putrescine aminotransferase
NGPMFCKN_03186	CDS	333	ygjH		COG0073	tRNA-binding protein YgjH
NGPMFCKN_03187	CDS	984	lacR		COG1609	HTH-type transcriptional regulator LacR
NGPMFCKN_03188	CDS	3093	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
NGPMFCKN_03189	CDS	450	ebgC		COG2731	Evolved beta-galactosidase subunit beta
NGPMFCKN_03190	CDS	1434	ygjI		COG0531	Inner membrane transporter YgjI
NGPMFCKN_03191	CDS	1071				hypothetical protein
NGPMFCKN_03192	CDS	2352	ygjK	3.2.1.-		Glucosidase YgjK
NGPMFCKN_03193	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
NGPMFCKN_03194	CDS	417	higA		COG5499	Antitoxin HigA
NGPMFCKN_03195	CDS	315	higB_2	3.1.-.-	COG4680	mRNA interferase toxin HigB
NGPMFCKN_03196	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
NGPMFCKN_03197	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
NGPMFCKN_03198	CDS	684				hypothetical protein
NGPMFCKN_03199	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
NGPMFCKN_03200	CDS	966	alx		COG0861	Putative membrane-bound redox modulator Alx
NGPMFCKN_03201	CDS	255				hypothetical protein
NGPMFCKN_03202	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
NGPMFCKN_03203	CDS	552	ygjV			Inner membrane protein YgjV
NGPMFCKN_03204	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
NGPMFCKN_03205	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
NGPMFCKN_03206	CDS	1299	exuT_2			Hexuronate transporter
NGPMFCKN_03207	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
NGPMFCKN_03208	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
NGPMFCKN_03209	CDS	384	mzrA			Modulator protein MzrA
NGPMFCKN_03210	CDS	369	yqjC			Protein YqjC
NGPMFCKN_03211	CDS	306	yqjD		COG4575	putative protein YqjD
NGPMFCKN_03212	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
NGPMFCKN_03213	CDS	300				hypothetical protein
NGPMFCKN_03214	CDS	483	yqjF		COG2259	Inner membrane protein YqjF
NGPMFCKN_03215	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
NGPMFCKN_03216	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
NGPMFCKN_03217	CDS	357	yhaI		COG3152	Inner membrane protein YhaI
NGPMFCKN_03218	CDS	897	yhaJ_2			HTH-type transcriptional regulator YhaJ
NGPMFCKN_03219	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
NGPMFCKN_03220	CDS	165				hypothetical protein
NGPMFCKN_03221	CDS	1311				hypothetical protein
NGPMFCKN_03222	CDS	1332	dlsT		COG0814	putative serine transporter
NGPMFCKN_03223	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
NGPMFCKN_03224	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
NGPMFCKN_03225	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
NGPMFCKN_03226	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
NGPMFCKN_03227	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
NGPMFCKN_03228	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
NGPMFCKN_03229	CDS	939	tsaR_2			HTH-type transcriptional regulator TsaR
NGPMFCKN_03230	CDS	345				hypothetical protein
NGPMFCKN_03231	CDS	540				hypothetical protein
NGPMFCKN_03232	CDS	1188				hypothetical protein
NGPMFCKN_03233	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
NGPMFCKN_03234	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
NGPMFCKN_03235	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
NGPMFCKN_03236	CDS	1335	garP			putative galactarate transporter
NGPMFCKN_03237	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
NGPMFCKN_03238	CDS	336	prlF		COG2002	Antitoxin PrlF
NGPMFCKN_03239	CDS	465	yhaV	3.1.-.-		Ribonuclease toxin YhaV
NGPMFCKN_03240	CDS	810	srlR_4		COG1349	Glucitol operon repressor
NGPMFCKN_03241	CDS	1281	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
NGPMFCKN_03242	CDS	474	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
NGPMFCKN_03243	CDS	780	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
NGPMFCKN_03244	CDS	879	manZ_2		COG3716	PTS system mannose-specific EIID component
NGPMFCKN_03245	CDS	435	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
NGPMFCKN_03246	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
NGPMFCKN_03247	CDS	1155	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
NGPMFCKN_03248	CDS	861	kbaY_1	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
NGPMFCKN_03249	CDS	477	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
NGPMFCKN_03250	CDS	804	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
NGPMFCKN_03251	CDS	792	manZ_3		COG3716	PTS system mannose-specific EIID component
NGPMFCKN_03252	CDS	714	nagB_2	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
NGPMFCKN_03253	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
NGPMFCKN_03254	CDS	2037	lpoA		COG3107	Penicillin-binding protein activator LpoA
NGPMFCKN_03255	CDS	396				hypothetical protein
NGPMFCKN_03256	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
NGPMFCKN_03257	CDS	576	osmY_1		COG2823	Osmotically-inducible protein Y
NGPMFCKN_03258	CDS	1041			COG0701	Putative two-component membrane permease complex subunit SMU_747c
NGPMFCKN_03259	CDS	636				hypothetical protein
NGPMFCKN_03260	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
NGPMFCKN_03261	CDS	444				hypothetical protein
NGPMFCKN_03262	CDS	303				hypothetical protein
NGPMFCKN_03263	CDS	504				hypothetical protein
NGPMFCKN_03264	CDS	525				hypothetical protein
NGPMFCKN_03265	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
NGPMFCKN_03266	CDS	879				hypothetical protein
NGPMFCKN_03267	CDS	1008	limB	1.14.13.107		Limonene 1,2-monooxygenase
NGPMFCKN_03268	CDS	720				hypothetical protein
NGPMFCKN_03269	CDS	531				hypothetical protein
NGPMFCKN_03270	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
NGPMFCKN_03271	CDS	1902	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
NGPMFCKN_03272	CDS	885	nlpI		COG4785	Lipoprotein NlpI
NGPMFCKN_03273	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
NGPMFCKN_03274	CDS	270	rpsO		COG0184	30S ribosomal protein S15
NGPMFCKN_03275	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
NGPMFCKN_03276	CDS	402	rbfA		COG0858	30S ribosome-binding factor
NGPMFCKN_03277	CDS	2673	infB		COG0532	Translation initiation factor IF-2
NGPMFCKN_03278	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
NGPMFCKN_03279	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
NGPMFCKN_03280	tRNA	77				tRNA-Met(cat)
NGPMFCKN_03281	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
NGPMFCKN_03282	CDS	1518	yhbX	2.7.-.-	COG2194	Putative phosphoethanolamine transferase YhbX
NGPMFCKN_03283	tRNA	87				tRNA-Leu(gag)
NGPMFCKN_03284	CDS	333	secG		COG1314	Protein-export membrane protein SecG
NGPMFCKN_03285	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
NGPMFCKN_03286	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
NGPMFCKN_03287	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
NGPMFCKN_03288	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
NGPMFCKN_03289	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
NGPMFCKN_03290	CDS	477	greA		COG0782	Transcription elongation factor GreA
NGPMFCKN_03291	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
NGPMFCKN_03292	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
NGPMFCKN_03293	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
NGPMFCKN_03294	CDS	258	rpmA		COG0211	50S ribosomal protein L27
NGPMFCKN_03295	CDS	312	rplU		COG0261	50S ribosomal protein L21
NGPMFCKN_03296	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
NGPMFCKN_03297	CDS	279				hypothetical protein
NGPMFCKN_03298	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
NGPMFCKN_03299	CDS	270	ibaG		COG5007	Acid stress protein IbaG
NGPMFCKN_03300	CDS	294	mlaB		COG3113	putative phospholipid ABC transporter-binding protein MlaB
NGPMFCKN_03301	CDS	636	mlaC		COG2854	putative phospholipid-binding protein MlaC
NGPMFCKN_03302	CDS	552	mlaD		COG1463	putative phospholipid ABC transporter-binding protein MlaD
NGPMFCKN_03303	CDS	783	mlaE		COG0767	putative phospholipid ABC transporter permease protein MlaE
NGPMFCKN_03304	CDS	810	mlaF	3.6.3.-	COG1127	putative phospholipid import ATP-binding protein MlaF
NGPMFCKN_03305	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
NGPMFCKN_03306	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
NGPMFCKN_03307	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
NGPMFCKN_03308	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
NGPMFCKN_03309	CDS	558	lptA		COG1934	Lipopolysaccharide export system protein LptA
NGPMFCKN_03310	CDS	726	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NGPMFCKN_03311	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
NGPMFCKN_03312	CDS	288	hpf_2		COG1544	Ribosome hibernation promoting factor
NGPMFCKN_03313	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
NGPMFCKN_03314	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
NGPMFCKN_03315	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
NGPMFCKN_03316	CDS	633	yrbL			putative protein YrbL
NGPMFCKN_03317	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
NGPMFCKN_03318	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
NGPMFCKN_03319	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
NGPMFCKN_03320	CDS	930	rimO_3	2.8.4.4		Ribosomal protein S12 methylthiotransferase RimO
NGPMFCKN_03321	CDS	4554	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
NGPMFCKN_03322	CDS	1419	gltD_3	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
NGPMFCKN_03323	CDS	1128	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
NGPMFCKN_03324	CDS	465	yhcH_1		COG2731	putative protein YhcH
NGPMFCKN_03325	CDS	876	nanK_2	2.7.1.60	COG1940	N-acetylmannosamine kinase
NGPMFCKN_03326	CDS	690	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
NGPMFCKN_03327	CDS	1491	nanT_2			Sialic acid transporter NanT
NGPMFCKN_03328	CDS	894	nanA_2	4.1.3.3	COG0329	N-acetylneuraminate lyase
NGPMFCKN_03329	CDS	792	nanR_2		COG2186	HTH-type transcriptional repressor NanR
NGPMFCKN_03330	CDS	1368	dcuD_2		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
NGPMFCKN_03331	CDS	498	sspB		COG2969	Stringent starvation protein B
NGPMFCKN_03332	CDS	639	sspA		COG0625	Stringent starvation protein A
NGPMFCKN_03333	CDS	393	rpsI		COG0103	30S ribosomal protein S9
NGPMFCKN_03334	CDS	429	rplM		COG0102	50S ribosomal protein L13
NGPMFCKN_03335	CDS	1128	zapE		COG1485	Cell division protein ZapE
NGPMFCKN_03336	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
NGPMFCKN_03337	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
NGPMFCKN_03338	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
NGPMFCKN_03339	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
NGPMFCKN_03340	CDS	471	argR		COG1438	Arginine repressor
NGPMFCKN_03341	CDS	264	bhsA_5			Multiple stress resistance protein BhsA
NGPMFCKN_03342	CDS	273	yhcO		COG2732	putative protein YhcO
NGPMFCKN_03343	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
NGPMFCKN_03344	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
NGPMFCKN_03345	CDS	204	aaeX			Protein AaeX
NGPMFCKN_03346	CDS	930	dmlR_4			HTH-type transcriptional regulator DmlR
NGPMFCKN_03347	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
NGPMFCKN_03348	CDS	3801				hypothetical protein
NGPMFCKN_03349	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
NGPMFCKN_03350	CDS	594	yhdE		COG0424	Maf-like protein YhdE
NGPMFCKN_03351	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
NGPMFCKN_03352	CDS	1017	mreC		COG1792	Cell shape-determining protein MreC
NGPMFCKN_03353	CDS	1044	mreB		COG1077	Rod shape-determining protein MreB
NGPMFCKN_03354	CDS	1941	csrD			RNase E specificity factor CsrD
NGPMFCKN_03355	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
NGPMFCKN_03356	CDS	831				hypothetical protein
NGPMFCKN_03357	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
NGPMFCKN_03358	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
NGPMFCKN_03359	CDS	243	yhdT		COG3924	putative membrane protein YhdT
NGPMFCKN_03360	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
NGPMFCKN_03361	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
NGPMFCKN_03362	CDS	966	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
NGPMFCKN_03363	CDS	297	fis		COG2901	DNA-binding protein Fis
NGPMFCKN_03364	CDS	885	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
NGPMFCKN_03365	CDS	180				hypothetical protein
NGPMFCKN_03366	CDS	663	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
NGPMFCKN_03367	CDS	1158	acrE			Multidrug export protein AcrE
NGPMFCKN_03368	CDS	3105	acrF		COG0841	Multidrug export protein AcrF
NGPMFCKN_03369	CDS	291				hypothetical protein
NGPMFCKN_03370	CDS	222				hypothetical protein
NGPMFCKN_03371	CDS	1026	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
NGPMFCKN_03372	CDS	1182	glnM_2		COG0765	putative glutamine ABC transporter permease protein GlnM
NGPMFCKN_03373	CDS	1104	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
NGPMFCKN_03374	CDS	759	glnQ_3			Glutamine transport ATP-binding protein GlnQ
NGPMFCKN_03375	rRNA	111				5S ribosomal RNA
NGPMFCKN_03376	tRNA	76				tRNA-Thr(ggt)
NGPMFCKN_03377	rRNA	111				5S ribosomal RNA
NGPMFCKN_03378	rRNA	2902				23S ribosomal RNA
NGPMFCKN_03379	tRNA	76				tRNA-Ala(tgc)
NGPMFCKN_03380	tRNA	77				tRNA-Ile(gat)
NGPMFCKN_03381	rRNA	1538				16S ribosomal RNA
NGPMFCKN_03382	CDS	555	yrdA_1		COG0663	Protein YrdA
NGPMFCKN_03383	CDS	258				hypothetical protein
NGPMFCKN_03384	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
NGPMFCKN_03385	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
NGPMFCKN_03386	CDS	543	topA_2	5.99.1.2	COG0550	DNA topoisomerase 1
NGPMFCKN_03387	CDS	474	smg			Protein Smg
NGPMFCKN_03388	CDS	1125	dprA		COG0758	DNA processing protein DprA
NGPMFCKN_03389	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
NGPMFCKN_03390	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
NGPMFCKN_03391	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
NGPMFCKN_03392	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
NGPMFCKN_03393	CDS	411	mscL		COG1970	Large-conductance mechanosensitive channel
NGPMFCKN_03394	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
NGPMFCKN_03395	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
NGPMFCKN_03396	CDS	369				hypothetical protein
NGPMFCKN_03397	CDS	384	rplQ		COG0203	50S ribosomal protein L17
NGPMFCKN_03398	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
NGPMFCKN_03399	CDS	621	rpsD		COG0522	30S ribosomal protein S4
NGPMFCKN_03400	CDS	390	rpsK		COG0100	30S ribosomal protein S11
NGPMFCKN_03401	CDS	357	rpsM		COG0099	30S ribosomal protein S13
NGPMFCKN_03402	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
NGPMFCKN_03403	CDS	1332	secY		COG0201	Protein translocase subunit SecY
NGPMFCKN_03404	CDS	435	rplO		COG0200	50S ribosomal protein L15
NGPMFCKN_03405	CDS	180	rpmD		COG1841	50S ribosomal protein L30
NGPMFCKN_03406	CDS	504	rpsE		COG0098	30S ribosomal protein S5
NGPMFCKN_03407	CDS	354	rplR		COG0256	50S ribosomal protein L18
NGPMFCKN_03408	CDS	534	rplF		COG0097	50S ribosomal protein L6
NGPMFCKN_03409	CDS	393	rpsH		COG0096	30S ribosomal protein S8
NGPMFCKN_03410	CDS	306	rpsN		COG0199	30S ribosomal protein S14
NGPMFCKN_03411	CDS	540	rplE		COG0094	50S ribosomal protein L5
NGPMFCKN_03412	CDS	315	rplX		COG0198	50S ribosomal protein L24
NGPMFCKN_03413	CDS	372	rplN		COG0093	50S ribosomal protein L14
NGPMFCKN_03414	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
NGPMFCKN_03415	CDS	192	rpmC		COG0255	50S ribosomal protein L29
NGPMFCKN_03416	CDS	411	rplP		COG0197	50S ribosomal protein L16
NGPMFCKN_03417	CDS	702	rpsC		COG0092	30S ribosomal protein S3
NGPMFCKN_03418	CDS	333	rplV		COG0091	50S ribosomal protein L22
NGPMFCKN_03419	CDS	279	rpsS		COG0185	30S ribosomal protein S19
NGPMFCKN_03420	CDS	822	rplB		COG0090	50S ribosomal protein L2
NGPMFCKN_03421	CDS	303	rplW		COG0089	50S ribosomal protein L23
NGPMFCKN_03422	CDS	606	rplD		COG0088	50S ribosomal protein L4
NGPMFCKN_03423	CDS	630	rplC		COG0087	50S ribosomal protein L3
NGPMFCKN_03424	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
NGPMFCKN_03425	CDS	468	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
NGPMFCKN_03426	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
NGPMFCKN_03427	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
NGPMFCKN_03428	CDS	1185	tufA		COG0050	Elongation factor Tu 1
NGPMFCKN_03429	CDS	2115	fusA		COG0480	Elongation factor G
NGPMFCKN_03430	CDS	471	rpsG		COG0049	30S ribosomal protein S7
NGPMFCKN_03431	CDS	375	rpsL		COG0048	30S ribosomal protein S12
NGPMFCKN_03432	CDS	288	tusB		COG2168	Protein TusB
NGPMFCKN_03433	CDS	360	tusC		COG2923	Protein TusC
NGPMFCKN_03434	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
NGPMFCKN_03435	CDS	723	dauR		COG2964	Transcriptional regulator DauR
NGPMFCKN_03436	CDS	813	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
NGPMFCKN_03437	CDS	219	slyX		COG2900	Protein SlyX 
NGPMFCKN_03438	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
NGPMFCKN_03439	CDS	201				hypothetical protein
NGPMFCKN_03440	CDS	1806	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
NGPMFCKN_03441	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
NGPMFCKN_03442	CDS	1914	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
NGPMFCKN_03443	CDS	1023				hypothetical protein
NGPMFCKN_03444	CDS	219				hypothetical protein
NGPMFCKN_03445	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
NGPMFCKN_03446	CDS	405	yhfA		COG1765	Protein YhfA
NGPMFCKN_03447	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
NGPMFCKN_03448	CDS	2091	yccS_2		COG1289	Inner membrane protein YccS
NGPMFCKN_03449	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
NGPMFCKN_03450	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
NGPMFCKN_03451	CDS	603	fic	2.7.7.-	COG2184	putative adenosine monophosphate-protein transferase fic
NGPMFCKN_03452	CDS	168	yhfG			putative protein YhfG
NGPMFCKN_03453	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
NGPMFCKN_03454	CDS	1182	tsgA		COG0477	Protein TsgA
NGPMFCKN_03455	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
NGPMFCKN_03456	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
NGPMFCKN_03457	CDS	807	nirC		COG2116	Nitrite transporter NirC
NGPMFCKN_03458	CDS	1374	cysG		COG0007	Siroheme synthase
NGPMFCKN_03459	CDS	168				hypothetical protein
NGPMFCKN_03460	CDS	1086	yhfS			putative protein YhfS
NGPMFCKN_03461	CDS	1305				hypothetical protein
NGPMFCKN_03462	CDS	354				hypothetical protein
NGPMFCKN_03463	CDS	879	php_2		COG1735	Phosphotriesterase homology protein
NGPMFCKN_03464	CDS	1227	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
NGPMFCKN_03465	CDS	1164	yhfX		COG3457	putative protein YhfX
NGPMFCKN_03466	CDS	363				hypothetical protein
NGPMFCKN_03467	CDS	906				hypothetical protein
NGPMFCKN_03468	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
NGPMFCKN_03469	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
NGPMFCKN_03470	CDS	678	rpe_1	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
NGPMFCKN_03471	CDS	837	dam	2.1.1.72	COG0338	DNA adenine methylase
NGPMFCKN_03472	CDS	1287	damX		COG3266	Cell division protein DamX
NGPMFCKN_03473	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
NGPMFCKN_03474	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
NGPMFCKN_03475	CDS	1209	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
NGPMFCKN_03476	CDS	405				hypothetical protein
NGPMFCKN_03477	CDS	441				hypothetical protein
NGPMFCKN_03478	CDS	540				hypothetical protein
NGPMFCKN_03479	CDS	780				hypothetical protein
NGPMFCKN_03480	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
